#,Segment,Company name,Audit status,HQ country,Market,Segment,Why wrist = must,Pain Score,Funding / revenue,Funding score,Website,E-com type,Last media mention = title + source link with anchor,Coverage score,Priority score,Notes / flags
36.0,Sports & outdoor wearables,Zepp Health / Amazfit,Qualified,"USA (under Zepp Health, Milpitas, CA); USA (Milpitas, CA) / China",Global / US-EU online or retail presence indicated,Sports & outdoor — Outdoor / endurance / HYROX; Public wearable company,"Amazfit smartwatches depend on wrist-based optical sensors (BioTracker PPG) for heart rate, SpO2, and fitness tracking; proper fit essential for sensor accuracy; Zepp Health Amazfit watches track heart rate, SpO2, sleep, and fitness metrics via wrist-based optical sensors requiring consistent skin contact and secure fit for accuracy",3.0,"82.6M (FY2024)
 https://finance.yahoo.com/news/zepp-health-full-2024-earnings-112050754.html",3.0,"https://www.amazfit.com
 https://www.zepp.com","DTC, Marketplace, Retail","Zepp Health hints at premium push for Amazfit in 2026 — Wareable, Mar 17, 2026
 https://www.wareable.com/wearable-tech/zepp-health-amazfit-q4-2025-earnings-call",2.0,8.0,"Consumer brand of Zepp Health. Popular for affordable fitness smartwatches (T-Rex, GTR, Bip series). Zepp Health plans premium push for Amazfit in 2026. Amazfit-branded products grew 43.4% QoQ in Q4 2024.
 Public company (NYSE: ZEPP), formerly Huami. Owns Amazfit, Zepp Clarity, Zepp Aura brands. Revenue declined 48% YoY in FY2024 to 82.6M. Restructuring toward premium products in 2026. Q2 2025 showed 46% revenue growth, first growth since 2021.
 Merged duplicate/related rows: 5 Amazfit, 10 Zepp Health
 Passes revised hard filters based on provided source fields."
37.0,Sports & outdoor wearables,Myzone,Qualified,United Kingdom,Global / US-EU online or retail presence indicated,Sports & outdoor — Team sport / training wearable,Heart rate accuracy depends on secure sensor contact; MZ-Switch worn on wrist requires tight fit for optical sensor to function correctly.,3.0,"N/A
 https://www.thecompanycheck.com/company/b/myzone/8hpybzve5h3fcb4tl",2.0,https://www.myzone.org,DTC + B2B (gyms/facilities),"Myzone Spearheads MoTech and Launches Myzone Go, Opening The Door to a New Era of Fitness Technology — Health & Fitness Association, November 2025 — https://www.healthandfitness.org/myzone-spearheads-motech-and-launches-myzone-go-opening-the-door-to-a-new-era-of-fitness-technology/",2.0,7.0,Passes revised hard filters based on provided source fields.
38.0,Sports & outdoor wearables,Oceanic,Qualified,United States,Global / US-EU online or retail presence indicated,Sports & outdoor — Dive computer watch,Dive computer wrist retention is safety-critical underwater. Note per task: score Pain=3 for dedicated dive watches.,3.0,"$50M-$100M (Huish Outdoors estimated)
 https://www.signalhire.com/companies/huish-outdoors",2.0,https://www.oceanicworldwide.com,Retail (dealer network) + DTC (website store),"Huish Outdoors Announces the Next Chapter of Oceanic+ — Outdoor Sportswire, August 30, 2023 — https://www.outdoorsportswire.com/huish-outdoors-announces-the-next-chapter-of-oceanic/",2.0,7.0,"Passes revised hard filters based on provided source fields.
 Coverage score adjusted from 3 to 2 under revised Tier 1/trade rules."
39.0,Sports & outdoor wearables,Polar,Qualified,Finland,Global / US-EU online or retail presence indicated,Sports & outdoor — Running / triathlon / outdoor,Polar explicitly instructs users to wear watches snugly for accurate wrist-based heart rate monitoring; sensor accuracy depends on secure wrist placement with minimal movement,3.0,"€32.8M (2024, Finnish entity)
 https://www.asiakastieto.fi/yritykset/fi/polar-electro-oy/02099112/taloustiedot",2.0,https://www.polar.com,"DTC, Retail","Polar Loop arrives as a screenless fitness tracker with no subscription — Wareable, Sep 3, 2025
 https://www.wareable.com/fitness-trackers/polar-loop-fitness-tracker-announcement-subscription-price-features",2.0,7.0,"Pioneer in wearable sports technology since 1977. Revenue declining (32.8M in 2024, down 3.8%). HQ in Kempele, Finland. Recent product: Polar Loop screen-free band (Sep 2025).
 Passes revised hard filters based on provided source fields."
40.0,Sports & outdoor wearables,Scosche,Qualified,United States,Global / US-EU online or retail presence indicated,Sports & outdoor — Armband / wrist training sensor,"Optical HR sensor requires secure, consistent skin contact on arm for accurate readings during intense exercise.",3.0,"N/A
 https://www.zippia.com/scosche-industries-careers-1102779/revenue/",2.0,https://www.scosche.com,"DTC + Retail (Amazon, Target, Crutchfield)","Scosche Rhythm+ 2.0 heart rate monitor muscles in at CES — Wareable, January 2021 — https://www.wareable.com/health-and-wellbeing/scosche-rhythm-20-heart-rate-monitor-8260",2.0,7.0,Passes revised hard filters based on provided source fields.
41.0,Sports & outdoor wearables,Shearwater Research,Qualified,Canada,Global / US-EU online or retail presence indicated,Sports & outdoor — Dive computer watch,Dive computer wrist retention is safety-critical underwater; losing depth/time/deco data during a dive can be life-threatening. Note per task: score Pain=3 for dedicated dive watches.,3.0,"N/A
 https://rocketreach.co/shearwater-research-profile_b5ebf44ff42e8661",2.0,https://shearwater.com,Retail (authorized dealer network) + limited DTC,"Shearwater Research Unveils New Peregrine Dive Computer — DeeperBlue.com, June 15, 2025 — https://www.deeperblue.com/shearwater-research-unveils-new-peregrine-dive-computer/",2.0,7.0,Passes revised hard filters based on provided source fields.
42.0,Sports & outdoor wearables,Shot Scope,Qualified,"United Kingdom (Edinburgh, Scotland)",Global / US-EU online or retail presence indicated,Sports & outdoor — Golf performance wearable,Golf GPS watches must stay securely fitted for round tracking and on-wrist usability; poor fit increases returns and unreliable use.,3.0,"$3.2M (estimated)
 https://prospeo.io/c/shot-scope-revenue",2.0,https://shotscope.com/,DTC + Amazon,"Shot Scope G6 GPS watch launch with Full Hole Maps — Shot Scope Blog, March 2025 — https://shotscope.com/blog/inside-the-ropes/press-and-announcements/the-new-shot-scope-g6-watch-aims-to-make-course-navigation-easier-with-full-hole-maps/",2.0,7.0,Passes revised hard filters based on provided source fields.
43.0,Sports & outdoor wearables,Cressi,Qualified,Italy,Global / US-EU online or retail presence indicated,Sports & outdoor — Dive / freedive watch,Dive computer wrist retention is safety-critical underwater. Note per task: score Pain=3 for dedicated dive watches.,3.0,"$6M (estimated)
 https://rocketreach.co/cressi-sub-spa-profile_b5eefd95f42e771e",1.0,https://store.cressi.com,"DTC (official store) + Retail (dealer network, Amazon, Diveinn)","Cressi diving gear allegedly breached by hackers — Cybernews, January 8, 2026 — https://cybernews.com/security/ransomware-attack-cressi-diving-gear/",2.0,6.0,Passes revised hard filters based on provided source fields.
44.0,Sports & outdoor wearables,Salvimar,Qualified,Italy,Global / US-EU online or retail presence indicated,Sports & outdoor — Freedive / spearfishing,"Dive computer wrist retention is safety-critical underwater, especially for freediving/spearfishing. Note per task: score Pain=3 for dedicated dive watches.",3.0,"$4.84M (estimated)
 https://databasesets.com/national-company/id/82147710",1.0,https://www.salvimar.com,"Retail (dealer network, Diveinn) + DTC (website)","Salvimar Freedive watch — Apnea Passion Magazine, 2025 — https://apneapassion.com/equipment/dossier-and-xrays/salvimar-freedive-watch/",1.0,5.0,Passes revised hard filters based on provided source fields.
45.0,Corporate wellness & Remote Patient Monitoring,Aparito,Qualified,United Kingdom,Global / US-EU B2B presence indicated,Corporate wellness & RPM — eCOA + wearables,Atom5 platform uses wearable wristbands (Garmin partnership) for continuous patient monitoring in clinical trials. Wrist-worn wearables are core to the data capture methodology.,3.0,"Eli Lilly and Company (acquired July 2024) ($45B (Eli Lilly, FY2024))
 $45B (Eli Lilly, FY2024)
 https://www.crunchbase.com/organization/aparito",3.0,https://www.aparito.com/,B2B,"Welsh medtech venture Aparito acquired by US firm Eli Lilly — Business Live, July 11, 2024 — https://www.business-live.co.uk/technology/welsh-medtech-venture-aparito-acquired-29524813",2.0,8.0,wrist_device_core=True Wrist-device relevance is core and B2B/DTC platform evidence is present. Funding score adjusted 1→3. Coverage score adjusted 1→2 under revised Tier 1 rules.
46.0,Corporate wellness & Remote Patient Monitoring,Corsano Health,Qualified,Netherlands,Global / US-EU B2B presence indicated,Corporate wellness & RPM — Wrist bracelet for RPM + research,"CardioWatch 287 bracelet is the company's sole product — a medical-grade wrist-worn device for continuous vital sign monitoring (HR, RR, SpO2, core temp, cuffless BP). CE-certified, used in 100+ clinical trials.",3.0,"None (independent)
 NOT FOUND",3.0,https://corsano.com,B2B,"Medtronic Expands Acute Care & Monitoring Portfolio in Europe with Distribution Agreement for Corsano Multi-Parameter Wearable — Med-Tech Insights, May 22, 2025",2.0,8.0,Small Dutch MedTech (~25 employees). Medtronic distribution partnership in Europe (2025) is significant validation. No public revenue data. Wrist device is the entire product. Wrist-device relevance is core and B2B/DTC platform evidence is present. Funding score adjusted 1→3. Coverage score adjusted 1→2 under revised Tier 1 rules.
47.0,Corporate wellness & Remote Patient Monitoring,Vitality Group / Discovery Vitality (incl. John Hancock & AIA programs),Qualified,South Africa / United States / Hong Kong,Global / regional insurance-wellness programs,Corporate wellness & RPM — insurance-linked wellness rewards,Vitality programs use wrist-worn activity tracking and smartwatch-linked rewards as a core engagement mechanism; poor wrist fit can reduce activity-signal quality and undermine rewards tracking.,3.0,"John Hancock Vitality: $54.64B (Manulife, FY2024)
 https://stockanalysis.com/stocks/mfc/revenue/
 AIA Vitality: ~$20B+ (AIA Group total revenue FY2024)
 https://www.aia.com/content/dam/group-wise/en/docs/investor-relations/2025/AIA+Group+2024+Annual+Results+Ann+(Eng).pdf
 Discovery Vitality: Group operating profit R11.6B (~$650M) FY2024; revenue ~$5B+
 https://www.discovery.co.za/assets/discoverycoza/corporate/investor-relations/2024/results-booklet-fy-2024.pdf
 Vitality Group: ~$5B+ (Discovery Limited group revenue FY2024)
 https://rocketreach.co/vitality-group-inc-profile_b5c039c1f42e0822",3.0,"John Hancock Vitality: https://www.johnhancock.com/life-insurance/vitality.html
 AIA Vitality: https://www.aia.com/en/health-wellness/vitality
 Discovery Vitality: https://www.discovery.co.za/
 Vitality Group: https://www.vitalitygroup.com/",B2B+DTC,"John Hancock Vitality: John Hancock Announces Longer. Healthier. Better. Network — John Hancock, May 27, 2026 — https://www.johnhancock.com/about-us/news/john-hancock/2026/05/john-hancock-announces-longer-healthier-better-network-for-financial-professionals
 AIA Vitality: Tata AIA introduces Indian consumers to Vitality — FM Live, 2025 — https://www.fmlive.in/tata-aia-introduces-indian-consumers-to-vitality-a-globally-renowned-holistic-wellness-program/
 Discovery Vitality: Discovery Vitality tricks the brain into healthier habits — MyBroadband / Daily Investor, 2025 — https://dailyinvestor.com/finance/59978/90000-coffees-and-r36-million-how-discovery-vitality-tricks-your-brain/
 Vitality Group: Vitality and Google Partner to Bring AI-Powered Health Solutions to Millions — PR Newswire, November 4, 2025 — https://www.prnewswire.com/news-releases/vitality-and-google-partner-to-bring-ai-powered-health-solutions-to-millions-302604260.html",1.0,7.0,"Merged John Hancock Vitality, AIA Vitality, Discovery Vitality, and Vitality Group because they represent the same broader Vitality wellness model / regional implementations. Coverage is mostly partner/company/trade coverage, not Tier 1 editorial."
48.0,Corporate wellness & Remote Patient Monitoring,Biobeat,Qualified,Israel,Needs verification,Corporate wellness & RPM — RPM wrist device + clinician platform,FDA-cleared cuffless wrist blood pressure monitor and wrist-worn RPM device are core products; also offers chest patch. Wrist PPG-based device monitors 15 vital signs continuously.,3.0,"None (independent)
 https://www.cbinsights.com/company/biobeat/financials",2.0,https://www.bio-beat.com,B2B,"Biobeat Secures $50 Million Series B Financing to Advance Cuffless Blood Pressure Monitoring — Yahoo Finance, December 31, 2025",1.0,6.0,"Series B company ($65M total raised). FDA 510(k) cleared for cuffless BP, SpO2, respiratory rate, temperature via wrist and chest devices. Strong fit for wrist-based limb measurement. Wrist-device relevance is core and B2B/DTC platform evidence is present. Coverage score adjusted 2→1 under revised Tier 1 rules."
49.0,Corporate wellness & Remote Patient Monitoring,Biostrap,Qualified,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — B2B research + RPM wearable,"Kairos wrist-worn wearable is the sole product — clinical-grade biometric monitoring (HR, HRV, SpO2, sleep, activity). Exited consumer market to focus entirely on B2B enterprise/healthcare.",3.0,"None (independent)
 https://prospeo.io/c/biostrap-revenue",1.0,https://biostrap.com,B2B,"Biostrap Launches Kairos Wrist-Worn Digital Health Monitoring Device for Stress Resilience — MassDevice, 2023",2.0,6.0,"Very small company (~$2M revenue). Austin, TX/Bradbury, CA based. Kairos device is screenless wristband focused on autonomic nervous system data. Limited media coverage. Interesting B2B pivot but minimal scale. Wrist-device relevance is core and B2B/DTC platform evidence is present. Coverage score adjusted 1→2 under revised Tier 1 rules. Original status: Seed-list exception."
50.0,Corporate wellness & Remote Patient Monitoring,Empatica,Qualified,United States,Global / US-EU B2B presence indicated,Corporate wellness & RPM — FDA-cleared RPM wearables,EmbracePlus is a wrist-worn medical wearable — the core product. FDA-cleared for seizure detection (Embrace) and cardiac digital biomarkers. Used by 50%+ of top 20 pharma companies for clinical trials.,3.0,"None (MIT Media Lab spin-off)
 https://www.signalhire.com/companies/empatica",1.0,https://www.empatica.com,B2B,"Empatica's Platform Receives New FDA Clearance for Cardiac Digital Biomarkers — ClinLab International, 2025",2.0,6.0,Low total funding ($2.8M) despite significant pharma adoption. Revenue estimate is broad range. Strong clinical trial presence with wrist-centric platform. Wrist-device relevance is core and B2B/DTC platform evidence is present.
51.0,Corporate wellness & Remote Patient Monitoring,Biofourmis,Qualified,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — RPM + trials (wrist),Biovitals platform uses FDA-cleared wearable sensors including wrist-worn devices for continuous RPM. FDA Breakthrough Device Designation for heart failure DTx. Wrist/wearable monitoring is core product.,3.0,"Independent (life sciences division acquired by ActiGraph Jan 2025)
 https://getlatka.com/companies/biofourmis.com",1.0,https://biofourmis.com/,B2B,"ActiGraph Accelerates Clinical Trial Modernization with Transformational Acquisition of Biofourmis Life Science Business — PR Newswire, January 7, 2025 — https://www.prnewswire.com/news-releases/actigraph-accelerates-clinical-trial-modernization-with-transformational-acquisition-of-biofourmis-life-science-business-302344216.html",1.0,5.0,wrist_device_core=True Wrist-device relevance is core and B2B/DTC platform evidence is present. Funding score adjusted 2→1. Coverage score adjusted 3→1 under revised Tier 1 rules.
52.0,Smart jewelry & tech accessories,Gabb Wireless,Qualified,USA,US,Smart jewelry & tech accessories — Kids safety smartwatch,"Gabb Watch 3/3e is a core hardware product — a kid-safe wrist-worn smartwatch with GPS tracking, Safe Zones, and no internet/social media. Gabb Watch is one of two main hardware lines alongside Gabb Phone. Wrist is essential to the kid-safe ecosystem.",3.0,https://getlatka.com/companies/gabb.com,3.0,https://gabb.com,B2C,"Gabb Features Newest Kid-Safe Tech at Digital Experience PepCom at CES 2025 — BusinessWire, January 7, 2025",2.0,8.0,"Scores recalculated from original priority 7: pain 3->3, funding 2->3, coverage 2->2. Audit: qualifies under revised rules; funding/revenue is scored but not used as a hard exclusion. Founded 2018 by Stephen Dalby in Lehi, UT. Raised $14M Series A (Sandlot Partners, Taysom Hill). $148.7M ARR. 279 employees. $446M valuation. Inc. 5000 #494. Kid-safe tech ecosystem: no internet, no social media. Strong growth and market validation."
